timezone,no_accents,macroregion,uf_code,document,name,job,jobArea,jobType,phoneNumber,birthDate,city,totalSpent,PESSOA,Ano
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,80722561300,Fabrício Xavier,Orquestrador Criativo Interno,Dados,Estrategista,3625157605.0,1990-01-22,,512.11,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,77528045500,Srta. Attilio Macedo,Agente Mercados Direto,Prestaçãodecontas,Arquiteto,557300673587.0,1990-01-02,Município de Elizaerte,44.57,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,65517934285,Thomaz,Facilitador Otimização Cliente,Táticas,Estrategista,182306729.0,1990-01-22,Município de Condeci do Sul,575.93,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,84178169688,Ailson Moraes,Produtor Dados Internacional,Marca,Representante,4788422481.0,1990-01-31,Velha Geazi de Nossa Senhora,95.59,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,45226640609,Tatiani Moreira,Produtor Mobilidade Direto,Táticas,Ligação,7350265174.0,1990-01-05,Vila Isnael do Sul,169.09,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,19413848114,Delcio Saraiva Neto,,Garantia,Coordenador,553391133528.0,1990-01-01,Braga de Nossa Senhora,774.6,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,92072842271,Sra. Ahmid Nogueira,Designer Contas Internacional,Rede,Associado,550261894588.0,1990-01-10,Município de Gisele do Descoberto,240.74,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,10594538190,Sr. Dr. Mabilia Santos Jr.,Orquestrador Táticas Interno,Rede,Diretor,550664293672.0,1990-01-16,Acyr do Descoberto,558.51,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,97047384472,Wong Neto,Estrategista Diretivas Cliente,Otimização,,51560947459.0,1990-01-03,Grande Rinaldo,334.05,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,12292677431,Sra. Gláucia Moreira,Orquestrador Implementação Regional,Prestaçãodecontas,Executivo,555634030832.0,1990-01-16,Lili do Sul,198.19,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,47318848561749,Adelina Reis,,Identidade,Supervisor,39013474614.0,1990-01-22,,190.26,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,55772563211,Sr. Elma Carvalho,,Configuração,Especialista,2428822596.0,1990-01-19,,448.74,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,91666485306,Nercy,Oficial Usabilidade Legado,Paradigma,Orquestrador,1965066989.0,1990-04-01,,533.14,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,1377533583236,Izilda Braga,Analista Usabilidade Direto,Integração,Gerente,2879446283.0,1990-01-28,Município de Maila do Norte,932.89,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,37042248805,Priscilla Macedo,Supervisor Fatores Central,Prestaçãodecontas,Engenheiro,,1990-01-01,Grande Telma,458.95,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,10870365084715,Sr. Dulce Reis,,Resposta,Assistente,551195119407.0,1990-01-02,,24.62,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,87682302658,Thierry Macedo,Orquestrador Marca Cliente,,Arquiteto,9546146741.0,1990-01-01,,307.34,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,27645725060,Thereza Silva,Orquestrador Marca Diretor,Marketing,Especialista,5027987216.0,1990-01-07,Creuza de Nossa Senhora,132.3,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,68241643056468,Cecilia,Arquiteto Pesquisa Nacional,Divisão,,93758466569.0,1990-04-01,Oliberto do Sul,557.77,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,72502368570,Abdias Macedo,Técnico Dados Legado,Paradigma,,,1990-01-19,Irlene do Norte,676.87,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,73613427362,Kenedy Franco,Ligação Paradigma Central,Usabilidade,Técnico,6853138388.0,1990-01-20,Vila Waldenor do Descoberto,622.88,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,78161467609,Walker Oliveira,,Mobilidade,Supervisor,557935647566.0,1990-01-22,Município de Aparecida,50.27,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,5127307847,Sr. Hernerio Xavier Filho,,Configuração,Coordenador,4888071932.0,1990-01-19,Velha Lucineide de Nossa Senhora,460.01,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,7935449040,Nilsa,Desenvolvedor Implementação Internacional,Paradigma,Coordenador,,1990-01-20,Velha Nair,748.15,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,88751657260,Dilma Silva Jr.,Diretor Criativo Corporativo,Fatores,Assistente,555410224635.0,1990-01-10,Município de Laureano,820.74,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,19925381908,Creuza Moraes,Facilitador Marketing Interno,Resposta,,553035095559.0,1990-01-14,Carvalho do Norte,461.99,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,35525480000865,Srta. Renny Batista,Oficial Identidade Distrito,Grupo,Arquiteto,,1990-01-26,Vila Agatha,,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,74538755281,Dirk Melo Jr.,Estrategista Usabilidade Internacional,Comunicações,Engenheiro,3357166698.0,1990-01-01,Souza do Descoberto,896.48,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,18305338502481,Marly Batista,Estrategista Programa Dinâmico,Prestaçãodecontas,Planejador,5535430151.0,1990-01-05,Velha Jeane,852.41,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,76278231107,Jenifer Martins Neto,Representante Otimização Frente,Paradigma,Administrador,199436519.0,1990-04-01,,951.35,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,61055219102,Édino Moraes Jr.,Especialista Mercados Chefe,Resposta,,550128521385.0,1990-11-01,,720.99,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,76155469580,Sr. Naiorama Batista Neto,Técnico Divisão Cliente,Comunicações,Planejador,61781396584.0,1990-01-29,Velha Ivaneide do Sul,300.43,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,78147324757407,Carmelio Carvalho Neto,Consultor Implementação Nacional,Otimização,Produtor,,1990-01-05,,853.09,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,73809855901,Elita Albuquerque,Especialista Fatores Diretor,Integração,Facilitador,90561072536.0,1990-01-28,,936.22,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,70146185390,Scheila Jr.,Estrategista Segurança Central,Funcionalidade,Coordenador,5782248234.0,1990-01-25,Valmira do Sul,680.6,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,15705551843,Srta. Srta. Cíntia Santos,Agente Grupo Corporativo,Soluções,Diretor,24853015817.0,1990-01-26,Lídia de Nossa Senhora,661.54,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,42464818909,Heisuke Batista,Coordenador Grupo Frente,Criativo,Designer,550811344328.0,1990-01-23,Jocelin do Sul,549.75,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,81807444694,Sr. Natasha Braga,Agente Operações Regional,Implementação,,22357667631.0,1990-01-15,Braga do Norte,,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,55376381773,Sra. Lussandra Barros,Agente Rede Global,Interações,Desenvolvedor,557739962904.0,1990-01-22,,296.12,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,22347520702480,Ilana Xavier Jr.,Analista Táticas Diretor,Diretivas,Especialista,7431126351.0,1990-11-01,Nova Orides do Norte,729.54,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,21136134166509,Edilberto Martins,Gerente Contas Investidor,Mercados,Desenvolvedor,1408371785.0,1990-01-10,Nova Yip,379.99,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,51698944730,Srta. Lêda Santos,Associado Fatores Global,Identidade,,550738359333.0,1990-01-11,,392.92,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,67303863800,Nanci,Administrador Fatores Líder,Resposta,Arquiteto,3107574034.0,1990-06-01,,26.14,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,69929155414,Flormira Silva,Administrador Contas Corporativo,Integração,Produtor,17465723095.0,1990-01-25,,805.48,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,85478474033533,Lindonjonson Martins Neto,Consultor Otimização Diretor,Contas,Analista,6428953593.0,1990-01-23,,598.17,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,34554125726,Srta. Rosa Moraes,Orquestrador Fatores Investidor,Comunicações,Facilitador,559185548129.0,1990-01-15,Joseilda do Norte,966.73,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,30663152430814,Nercy Carvalho,Diretor Rede Regional,Ainfraestrutura,Analista,551213223604.0,1990-01-11,Gleison do Sul,752.88,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,9766461961,Jasper Silva Jr.,Orquestrador Soluções Cliente,,Assistente,22825029357.0,1990-01-28,Vila Roselly de Nossa Senhora,716.95,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,52005067153610,Elcy Barros,Agente Rede Dinâmico,,,807178043.0,1990-01-15,,747.13,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,38928913209,Sr. Mailde Santos,Técnico Funcionalidade Líder,Mobilidade,,,1990-01-25,,782.48,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,14809264696,Benilde Costa,Oficial Contas Regional,Criativo,Gerente,68662127783.0,1990-01-14,,501.77,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,12788060073083,Gracco Oliveira,Designer Operações Interno,Aplicações,Desenvolvedor,555178597705.0,1990-01-22,,543.87,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,41235882209,Expedito,Planejador Intranet Central,Programa,Oficial,7123586879.0,1990-01-26,Jacob de Nossa Senhora,580.18,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,51154068070296,Raquel Reis,,,Engenheiro,2686304318.0,1990-01-22,Roges de Nossa Senhora,295.74,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,99654221683,Neemias Braga,Arquiteto Grupo Global,Integração,Técnico,555405834358.0,1990-01-17,Município de Mailde,379.25,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,82164182219,Dr. Klaus Reis,,Mercados,Representante,550400189086.0,1990-01-09,,273.42,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,28684536606,Dr. Roselia Carvalho,Facilitador Resposta Distrito,Mercados,Produtor,552814257423.0,1990-01-01,Grande Adenilson,428.59,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,68457987534,Fausto Xavier,Oficial Identidade Sênior,Branding,Produtor,555731231858.0,1990-01-18,Município de Ademar do Norte,,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,71661834620,Fredison Nogueira Filho,,Marca,Orquestrador,558837626339.0,1990-01-07,Reis do Descoberto,521.3,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,86658851298,Karin Silva,Supervisor Paradigma Produtos,Diretivas,Ligação,4394688912.0,1990-01-19,Macedo do Descoberto,444.69,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,68260472414,Bassam Filho,Supervisor Resposta Global,Configuração,Diretor,6755402043.0,1990-01-05,,967.93,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,80632660048593,Jenkins Xavier,,Mobilidade,Designer,3619697022.0,1990-01-08,Município de Neci,714.5,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,79583313122,Sra. Christina Carvalho,,,Técnico,61289287293.0,1990-01-25,Gilverton do Norte,731.67,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,48583366381,Rosimari Nogueira,Analista Mobilidade Produtos,Branding,,558155511562.0,1990-01-06,Município de Cristiane do Norte,268.08,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,86214256613,Marcela Moreira,Consultor Segurança Corporativo,Aplicações,Ligação,558501968750.0,1990-01-11,Velha Mariano do Norte,247.51,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,87643342288,Elisangela Silva,Estrategista Contas Regional,Paradigma,Representante,555256381257.0,1990-01-25,Nova Martiminiano do Sul,875.97,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,88758457941,Srta. Priscilla Braga,Executivo Usabilidade Central,Identidade,Analista,66051992493.0,1990-01-02,Melo de Nossa Senhora,877.87,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,40437682504001,Nercy Batista,Estrategista Prestação de contas Diretor,Intranet,,,1990-01-24,Elmar do Sul,408.02,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,84177220418,Luiz Moreira Filho,Planejador Funcionalidade Produtos,,Consultor,44594346136.0,1990-01-01,,988.19,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,2264064315037,Ereciano Reis,Facilitador Operações Global,Soluções,,46729470912.0,1990-01-26,,436.16,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,6275585501,Margaret Santos,Especialista Comunicações Dinâmico,Resposta,Assistente,35778980007.0,1990-01-08,Nogueira do Descoberto,979.15,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,5430272280,Sr. Fabrisa,Especialista Rede Corporativo,Prestaçãodecontas,Supervisor,397723794.0,1990-01-09,Raymundo do Sul,509.29,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,48650072100,Jerson Xavier,Gerente Integração Frente,Operações,Gerente,557614087707.0,1990-01-13,,131.8,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,6228519506,Jair,Agente Paradigma Sênior,Branding,Arquiteto,4574313542.0,1990-07-01,Vila Cleverson,664.17,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,90528102737,Joelmir Martins,Diretor Resposta Chefe,Configuração,Técnico,63772163555.0,1990-01-19,Nova Wandir,686.43,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,94196667430,Shosiro Melo,Assistente Otimização Cliente,Grupo,Administrador,114890437.0,1990-01-17,Almeida de Nossa Senhora,281.71,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,33157646893,Natalia,,Operações,Orquestrador,77625116127.0,1990-01-15,Grande Rosângela,958.06,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,99256816938,Katias Franco,Representante Funcionalidade Regional,Diretivas,Analista,551555684877.0,1990-02-01,Velha Marta do Sul,728.76,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,37689236227,Sra. Iracema Santos Jr.,,Dados,Gerente,557610077928.0,1990-01-21,,331.99,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,70872621065,Bartolomeu Martins,,Prestaçãodecontas,,5243325104.0,1990-01-10,Grande Jucemara do Sul,116.8,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,5834687300,Dr. Edinei Reis,Supervisor Soluções Dinâmico,Funcionalidade,Engenheiro,555736284282.0,1990-01-06,Grande Valdivina do Descoberto,762.76,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,3776805672568,Srta. Rejane Costa,Gerente Prestação de contas Internacional,Usabilidade,Diretor,555310064875.0,1990-01-03,Moreira do Sul,444.48,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,68594338252,Srta. Sálvio Santos,Associado Configuração Frente,Métricas,Facilitador,1232736407.0,1990-01-26,Nestor do Sul,835.03,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,48400138407212,Celestino Braga,Estrategista A infraestrutura Corporativo,,Assistente,550830879658.0,1990-01-25,Zulamar do Norte,793.18,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,20351838554,Kilder Franco,Coordenador Divisão Corporativo,Interações,Analista,556040534262.0,1990-01-22,Melo do Norte,313.96,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,44253463274,Sra. Elan Moraes,Desenvolvedor Marketing Central,Implementação,Administrador,7636400956.0,1990-01-19,Velha Camila do Norte,738.3,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,6812949493,Sra. Mariella Silva,Representante Segurança Legado,Operações,Assistente,550784428035.0,1990-01-06,Município de Eloisa de Nossa Senhora,53.3,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,47959675201,Grécia Franco Filho,Produtor Marketing Diretor,Mobilidade,Estrategista,58541392980.0,1990-01-31,,491.68,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,87325656238,Valdirene,Analista Prestação de contas Distrito,Otimização,Diretor,1436117009.0,1990-01-12,Velha Manasses de Nossa Senhora,932.71,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,59750431820,Dr. Jovino Reis,,,Orquestrador,551403176263.0,1990-01-21,Zenilde do Norte,155.29,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,27547764002,Mussa Moraes,Designer Integração Corporativo,Usabilidade,Planejador,68819895825.0,1990-01-08,,47.83,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,50405693605,Sra. Maira Albuquerque,Oficial Dados Chefe,Funcionalidade,Executivo,551391057.0,1990-01-15,Velha Joao do Sul,67.33,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,86011410308,Sr. Gracco Xavier,Arquiteto Aplicações Chefe,Funcionalidade,Técnico,75276083005.0,1990-01-15,Município de Yuri de Nossa Senhora,225.25,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,81744733511,Dr. Lucimar Xavier Filho,Designer Grupo Internacional,Pesquisa,Desenvolvedor,45805042363.0,1990-01-05,Barros do Descoberto,282.45,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,71553321061462,Simone Carvalho Neto,Agente Marca Interno,Marca,Designer,12742189222.0,1990-01-01,Grande Carmelio do Descoberto,1.99,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,25478238538,Joanes,Desenvolvedor Comunicações Regional,Prestaçãodecontas,Oficial,558009145761.0,1990-01-17,Grande Gesser de Nossa Senhora,219.56,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,60722871589,Jaderson,Administrador Intranet Diretor,Resposta,Representante,6361902980.0,1990-01-17,Natalia do Norte,715.03,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,23442736585164,Mariangela Saraiva Filho,,Dados,Administrador,5676457884.0,1990-01-14,Dilson do Descoberto,514.04,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,42437551832,Cassio Saraiva,Desenvolvedor Comunicações Distrito,Mobilidade,Administrador,3990164681.0,1990-01-19,Velha Arcilio do Descoberto,398.98,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,98857748901,Jaqueline Jr.,Designer Prestação de contas Diretor,Táticas,Designer,9588879185.0,1990-01-30,,725.22,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,65647341748,Srta. Edcleuma Pereira Jr.,Ligação Diretivas Distrito,Operações,Ligação,8789769490.0,1990-01-08,Franco do Norte,106.09,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,44785216775764,Omar Carvalho,Administrador Segurança Corporativo,Contas,Supervisor,553986549376.0,1990-01-23,Oliveira do Sul,660.87,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,35447323789,Lucimara Nogueira Filho,Coordenador Interações Corporativo,Marca,Analista,4528436022.0,1990-01-02,Wagner do Sul,847.54,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,36520866350,Glauco Reis,Gerente Implementação Frente,Criativo,Estrategista,559334699770.0,1990-01-14,Wellington do Sul,593.9,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,62522814838155,Berta Albuquerque,Ligação Funcionalidade Direto,Dados,Analista,45604527780.0,1990-01-08,Grande Marta do Sul,12.66,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,96114534000,Ramalho Barros,,Usabilidade,Consultor,551667897612.0,1990-01-25,,353.44,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,74463045165561,Djackson Nogueira,Consultor Garantia Cliente,Mercados,Estrategista,2083902686.0,1990-01-21,,390.58,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,22705784900,Rosane Moraes Neto Neto,Diretor A infraestrutura Sênior,Soluções,Administrador,60581393764.0,1990-01-01,Aparecida do Descoberto,869.97,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,44577434672220,Sr. Filipe Xavier,Arquiteto Marca Interno,Aplicações,,36784715380.0,1990-01-01,Grande Flormira,294.88,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,4717378288,Jaderson Souza Jr. Filho,Executivo Aplicações Internacional,Segurança,Consultor,559133251489.0,1990-01-03,Município de Sabrina do Descoberto,627.01,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,71146318242640,Jae Reis,Oficial Pesquisa Nacional,Comunicações,Analista,550883457500.0,1990-01-15,Município de Jarir do Sul,782.93,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,12645251846,Adevaldo Braga,,Configuração,Assistente,4429329808.0,1990-01-08,Eini do Norte,787.12,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,34742257405,Mailde Albuquerque,Estrategista Rede Líder,Criativo,Associado,5152162209.0,1990-01-05,Velha Same,525.35,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,91587178460,Srta. Gedeon Barros,,Fatores,Desenvolvedor,555641112706.0,1990-01-24,,169.26,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,51264366434,Dayani Saraiva,Designer Prestação de contas Global,Diretivas,,33138002036.0,1990-01-23,Martins do Descoberto,213.54,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,83348766290,Srta. Juliana Xavier,Diretor Branding Internacional,Contas,Produtor,78916221338.0,1990-01-01,,111.71,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,1837226474,Dr. Mateus Reis Filho,,Operações,Desenvolvedor,,1990-01-31,,83.05,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,62558558414461,Volcei Jr.,Engenheiro Garantia Global,Configuração,Designer,79349000698.0,1990-01-27,Rocio de Nossa Senhora,492.42,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,85309203761,Tomico,Ligação Mobilidade Sênior,Diretivas,Desenvolvedor,95379926147.0,1990-01-27,Município de Lucicleide do Sul,737.94,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,21529735777,Cleverton Macedo Jr. Neto,,Funcionalidade,Coordenador,7006679517.0,1990-01-02,Barros de Nossa Senhora,435.93,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,20941733483,Sr. Patricia Nogueira Neto,Produtor Identidade Chefe,Contas,Orquestrador,8202568283.0,1990-01-03,Oliveira do Norte,21.03,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,23613371855,Eliziér Reis,Associado Operações Regional,Prestaçãodecontas,Desenvolvedor,557778623605.0,1990-01-31,Barros de Nossa Senhora,720.05,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,47034833657357,Jenifer Saraiva,Executivo Táticas Nacional,Soluções,Técnico,46623797437.0,1990-01-30,Grande Liliam,216.8,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,83379658600,Neci Carvalho,Supervisor Comunicações Distrito,Integração,Oficial,55026668991.0,1990-01-02,Pereira do Norte,388.23,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,64015838785,Dr. Elídia Silva,Consultor Resposta Regional,Paradigma,Engenheiro,556674318116.0,1990-01-11,Macedo de Nossa Senhora,437.38,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,55145241593,Nancy,,Segurança,Coordenador,551730076579.0,1990-02-01,Velha Romina do Sul,609.07,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,28167530779,Sr. Scheila Macedo,Assistente Mercados Dinâmico,Mercados,Orquestrador,,1990-05-01,Nogueira de Nossa Senhora,116.59,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,6687883404490,Srta. Octávio Xavier Jr.,,Diretivas,Representante,558401481170.0,1990-01-13,,906.12,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,11344033413097,Sra. Nei Silva,Coordenador Pesquisa Direto,Qualidade,,92837434951.0,1990-01-21,Oliveira do Norte,663.71,JURIDICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,83747457622,Adelia Franco Jr. Filho,Gerente Funcionalidade Chefe,Grupo,Diretor,68161251991.0,1990-11-01,Eusebio do Sul,432.57,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,15340304507,Claudineia Carvalho Jr.,,Usabilidade,Oficial,,1990-01-21,Grande Izaura,534.42,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,22273631189,Dalmildo Costa,Agente Branding Sênior,Soluções,Estrategista,63552740796.0,1990-01-24,Nivon do Norte,196.73,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,78816481390,Adinete Jr.,Assistente Comunicações Global,Configuração,Designer,94634403905.0,1990-01-23,Mário do Sul,208.88,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,85519133603,Sr. Juvenal Albuquerque,Orquestrador Identidade Internacional,Operações,Designer,80716703978.0,1990-01-20,Nova Lidiana do Norte,644.84,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,65630131478,Sra. Valdecarlos Saraiva,Assistente Identidade Investidor,Interações,Agente,7525003889.0,1990-01-18,Nova Iara,210.19,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,93566105171,Sany Carvalho Filho,Executivo Divisão Investidor,Mercados,Oficial,8326723163.0,1990-01-30,Carvalho do Descoberto,624.25,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,83607320438,Elizabetth Santos,Estrategista Identidade Chefe,Paradigma,Representante,552004589167.0,1990-01-11,Debora do Descoberto,48.6,FISICA,1990
America/Fortaleza,Rio Grande do Norte,Nordeste,RN,96679564581,Avani Martins,Agente Branding Global,Táticas,Assistente,75045277262.0,1990-01-01,Cicera do Sul,941.81,FISICA,1990
