nomes,idade,cidade,estado,cpf,cnpj,isvalid_cpf,isvalid_cnpj
Richard,64,AMAJARI,RR,94743008956,00033243144047,True,True
Joseph,70,ACEGUÁ,RS,94844756397,22492544255060,True,True
Katherine,68,ABDON BATISTA,SC,10177364300,06719339654404,True,True
Dawn,63,AMPARO DE SÃO FRANCISCO,SE,29160693991,47646649849275,True,True
Casey,68,ADAMANTINA,SP,30565919024,65955687845547,True,True
Heidi,57,ABREULÂNDIA,TO,46425030801,98843635399228,True,True
Kathleen,35,ACRELÂNDIA,AC,48905587640,49430932689234,True,True
James,23,ÁGUA BRANCA,AL,96376049362,15913136138439,True,True
Amanda,73,ALVARÃES,AM,36650763152,16775383349935,True,True
Amanda,89,SERRA DO NAVIO,AP,01572768487,76956599186019,True,True
Jennifer,52,ABAÍRA,BA,73390070400,16168488890538,True,True
Christina,45,ABAIARA,CE,22636031740,07667046827509,True,True
Aaron,27,BRASÍLIA,DF,69686629220,78126286117849,True,True
Sonya,69,AFONSO CLÁUDIO,ES,50395709458,57851287378418,True,True
Michelle,24,ABADIA DE GOIÁS,GO,43126165583,55812655431483,True,True
Michael,88,AÇAILÂNDIA,MA,39727270387,32846914222493,True,True
David,40,ABADIA DOS DOURADOS,MG,59120918720,66803082257235,True,True
Robert,64,ÁGUA CLARA,MS,78915982827,80872292359718,True,True
John,69,ACORIZAL,MT,08564166496,58815830692016,True,True
Debra,89,ABAETETUBA,PA,94308107237,19441826398304,True,True
Ryan,21,ÁGUA BRANCA,PB,29055630950,65589061954347,True,True
Steven,42,ABREU E LIMA,PE,52323720503,65323084005966,True,True
Tyler,29,ACAUÃ,PI,98123537719,32455150235302,True,True
Kyle,37,ABATIÁ,PR,42477747606,78465825419374,True,True
Jonathan,64,ANGRA DOS REIS,RJ,38364481738,67818872644455,True,True
Rebecca,88,ACARI,RN,15101278521,79976072074831,True,True
Rebecca,55,ALTA FLORESTA D'OESTE,RO,11007653795,65786771304826,True,True
Robin,68,AMAJARI,RR,91739173899,44432979908977,True,True
Roy,89,ACEGUÁ,RS,52029049247,79732440370870,True,True
Margaret,25,ABDON BATISTA,SC,38473505360,86720312146300,True,True
Paula,64,AMPARO DE SÃO FRANCISCO,SE,26785852552,45789022592379,True,True
Nicole,45,ADAMANTINA,SP,03706775280,61403016731266,True,True
Sarah,25,ABREULÂNDIA,TO,43703895187,32357089935184,True,True
Danielle,87,ACRELÂNDIA,AC,00679586059,42158141966359,True,True
Kim,70,ÁGUA BRANCA,AL,09102633370,52073410615209,True,True
Karen,69,ALVARÃES,AM,50357307518,88261606887851,True,True
Alexis,23,SERRA DO NAVIO,AP,14034443316,25376830882648,True,True
Jennifer,71,ABAÍRA,BA,56807080271,99735905430341,True,True
Elizabeth,62,ABAIARA,CE,32399902882,00539701510134,True,True
Alexis,66,BRASÍLIA,DF,25678684612,23949604800113,True,True
Peter,59,AFONSO CLÁUDIO,ES,17380804391,79964362987240,True,True
Michelle,81,ABADIA DE GOIÁS,GO,30789964767,11714278104198,True,True
Emily,85,AÇAILÂNDIA,MA,18058654558,50186886682599,True,True
Nicole,80,ABADIA DOS DOURADOS,MG,18583319863,93786640472248,True,True
David,79,ÁGUA CLARA,MS,77030702034,46466869216219,True,True
Nicole,27,ACORIZAL,MT,70029799813,67071611491910,True,True
Jacob,81,ABAETETUBA,PA,16842186080,09281571410870,True,True
Tony,89,ÁGUA BRANCA,PB,94311154178,70157455344452,True,True
Dale,68,ABREU E LIMA,PE,15247495403,78045678238915,True,True
Diana,86,ACAUÃ,PI,33370163080,96134058905582,True,True
Thomas,67,ABATIÁ,PR,01447831349,34964930970704,True,True
Terri,44,ANGRA DOS REIS,RJ,22720484717,19189568557206,True,True
Benjamin,51,ACARI,RN,09285453775,80041385783004,True,True
Troy,35,ALTA FLORESTA D'OESTE,RO,18673701740,50077583496319,True,True
Randy,74,AMAJARI,RR,47265028163,81246283762678,True,True
Vicki,63,ACEGUÁ,RS,59104795806,40866325046834,True,True
Andrew,84,ABDON BATISTA,SC,34710286337,10989690149844,True,True
Amber,87,AMPARO DE SÃO FRANCISCO,SE,98527221829,94879162231910,True,True
Larry,35,ADAMANTINA,SP,48375693405,71541001366846,True,True
Melissa,42,ABREULÂNDIA,TO,62875430190,30376243710480,True,True
Tiffany,27,ACRELÂNDIA,AC,29683276660,96949156205169,True,True
Kaitlin,54,ÁGUA BRANCA,AL,47969355501,96407293171765,True,True
Lori,44,ALVARÃES,AM,72790192340,80686355127107,True,True
Julie,53,SERRA DO NAVIO,AP,04493612762,66207612089800,True,True
Jasmin,56,ABAÍRA,BA,69795288075,77588705067942,True,True
Jill,33,ABAIARA,CE,30850010853,42605415715065,True,True
Kelly,44,BRASÍLIA,DF,35459973406,59901587089706,True,True
Mia,60,AFONSO CLÁUDIO,ES,39183583483,59717580285244,True,True
Garrett,40,ABADIA DE GOIÁS,GO,60949912735,64562674189508,True,True
William,25,AÇAILÂNDIA,MA,56573371232,30191381117042,True,True
Elizabeth,71,ABADIA DOS DOURADOS,MG,41091910847,14463058208844,True,True
Jessica,68,ÁGUA CLARA,MS,09179690904,61628050186370,True,True
Julia,37,ACORIZAL,MT,79536339900,13968445084887,True,True
Sergio,66,ABAETETUBA,PA,59179138039,74252881141070,True,True
Andrea,57,ÁGUA BRANCA,PB,60852096577,46807846078081,True,True
Jasmine,25,ABREU E LIMA,PE,43364882584,51696635203058,True,True
Tonya,47,ACAUÃ,PI,02153318424,37888826845955,True,True
Julie,58,ABATIÁ,PR,11552660133,25112860025302,True,True
Beth,33,ANGRA DOS REIS,RJ,73573669018,89563119768637,True,True
Rebecca,37,ACARI,RN,88252142273,28676881540103,True,True
Anthony,78,ALTA FLORESTA D'OESTE,RO,81861842791,38353406898380,True,True
Amanda,73,AMAJARI,RR,82299116656,99038971803304,True,True
Kevin,19,ACEGUÁ,RS,48594183950,45501866371104,True,True
Patrick,67,ABDON BATISTA,SC,94633763725,00356362379500,True,True
Ashley,66,AMPARO DE SÃO FRANCISCO,SE,58800587194,45775029811319,True,True
Kristin,79,ADAMANTINA,SP,17850335490,38321835413380,True,True
Marcus,65,ABREULÂNDIA,TO,96654480643,34024018720407,True,True
Matthew,83,ACRELÂNDIA,AC,45485744176,45595949389734,True,True
Lisa,33,ÁGUA BRANCA,AL,32536910040,14524899654784,True,True
Cassandra,40,ALVARÃES,AM,39070861801,64902846125903,True,True
Jack,84,SERRA DO NAVIO,AP,53020640903,87268123173880,True,True
Anthony,84,ABAÍRA,BA,27187003439,26130058594698,True,True
Vicki,32,ABAIARA,CE,81324292814,76114326342681,True,True
John,57,BRASÍLIA,DF,37127899800,08660581377465,True,True
Susan,76,AFONSO CLÁUDIO,ES,63376047685,12594281640977,True,True
Linda,37,ABADIA DE GOIÁS,GO,21156812232,08800200092906,True,True
Gabrielle,23,AÇAILÂNDIA,MA,18627749515,39288289889200,True,True
James,74,ABADIA DOS DOURADOS,MG,02934852911,02770342864986,True,True
Natasha,90,ÁGUA CLARA,MS,69094837668,81178089625018,True,True
Kayla,19,ACORIZAL,MT,30442968540,95261925500928,True,True
Patricia,28,ABAETETUBA,PA,46095706882,66518365610709,True,True
Brenda,54,ÁGUA BRANCA,PB,54273098962,06783823632776,True,True
Angela,36,ABREU E LIMA,PE,30887719147,30447294889324,True,True
Jorge,89,ACAUÃ,PI,43743536749,28507127274750,True,True
Robert,36,ABATIÁ,PR,73338586426,02465057220981,True,True
Wesley,69,ANGRA DOS REIS,RJ,08907788502,30580074714493,True,True
David,69,ACARI,RN,52116604559,93290506292350,True,True
Stephen,58,ALTA FLORESTA D'OESTE,RO,47367512404,27297056108900,True,True
Raymond,57,AMAJARI,RR,16002337598,26339131175587,True,True
Danielle,18,ACEGUÁ,RS,06535716406,69506205310335,True,True
Beth,51,ABDON BATISTA,SC,91581921829,32249100996817,True,True
Max,37,AMPARO DE SÃO FRANCISCO,SE,03489718186,99300983658926,True,True
Ellen,57,ADAMANTINA,SP,87976931385,41314027890905,True,True
Robert,63,ABREULÂNDIA,TO,49404588571,12777105442745,True,True
George,42,ACRELÂNDIA,AC,16805110092,12538718023751,True,True
Dana,22,ÁGUA BRANCA,AL,83465405404,72962302251588,True,True
Sharon,41,ALVARÃES,AM,96168963189,45044807252309,True,True
Gregory,43,SERRA DO NAVIO,AP,11062292316,31773524326508,True,True
Sarah,32,ABAÍRA,BA,05807652371,94197902408021,True,True
Curtis,27,ABAIARA,CE,64456411309,88522822965383,True,True
Eileen,60,BRASÍLIA,DF,45810946828,45991603778220,True,True
John,86,AFONSO CLÁUDIO,ES,03105084282,02999142493578,True,True
Gregory,21,ABADIA DE GOIÁS,GO,39476102381,70432241462130,True,True
Edward,40,AÇAILÂNDIA,MA,07402068854,98068955219969,True,True
Matthew,87,ABADIA DOS DOURADOS,MG,90718937589,37915920207755,True,True
Patricia,76,ÁGUA CLARA,MS,85662787638,44799351024283,True,True
Robin,61,ACORIZAL,MT,36000919727,91192434995465,True,True
Nicholas,57,ABAETETUBA,PA,14209161306,78358890575777,True,True
Michael,67,ÁGUA BRANCA,PB,40754437876,22431038867260,True,True
Michele,30,ABREU E LIMA,PE,83654673643,53587926645990,True,True
Andrew,51,ACAUÃ,PI,96998119003,38064591846911,True,True
Jill,22,ABATIÁ,PR,00255280920,75690652281942,True,True
Gwendolyn,20,ANGRA DOS REIS,RJ,24467997601,27480436728177,True,True
William,22,ACARI,RN,70676902421,31626423740343,True,True
Katherine,63,ALTA FLORESTA D'OESTE,RO,27650969967,12545160703368,True,True
Darlene,25,AMAJARI,RR,13215042096,00403271171758,True,True
Cindy,71,ACEGUÁ,RS,14877421262,67029841029770,True,True
Kristen,52,ABDON BATISTA,SC,23330493836,87013760471823,True,True
Valerie,80,AMPARO DE SÃO FRANCISCO,SE,47030812379,38708621635933,True,True
Elizabeth,25,ADAMANTINA,SP,56055610736,25343441506800,True,True
Eugene,74,ABREULÂNDIA,TO,76509185997,74651165627804,True,True
Diane,64,ACRELÂNDIA,AC,60944874193,42885388206810,True,True
Melissa,86,ÁGUA BRANCA,AL,64641539863,91406157453716,True,True
Kathleen,43,ALVARÃES,AM,88684492420,18554422327254,True,True
Danny,87,SERRA DO NAVIO,AP,32733965123,35952143857739,True,True
Jamie,33,ABAÍRA,BA,95126642677,44660062245718,True,True
Jeremy,25,ABAIARA,CE,86937491611,69556132173461,True,True
Jennifer,55,BRASÍLIA,DF,62761335155,96056649748033,True,True
Karen,62,AFONSO CLÁUDIO,ES,66011790437,10908737772058,True,True
Richard,89,ABADIA DE GOIÁS,GO,00261507001,62638671254905,True,True
Mary,87,AÇAILÂNDIA,MA,07566672673,78221247655806,True,True
Alyssa,59,ABADIA DOS DOURADOS,MG,03063568562,90704005364394,True,True
Barbara,49,ÁGUA CLARA,MS,91740347749,97437733557043,True,True
Robert,43,ACORIZAL,MT,78928873770,37436277113294,True,True
Derek,28,ABAETETUBA,PA,77328342404,40868188881989,True,True
Karen,70,ÁGUA BRANCA,PB,23818304050,51182891810500,True,True
Willie,63,ABREU E LIMA,PE,42164628632,76702577108064,True,True
Alyssa,53,ACAUÃ,PI,24673134680,91060620191686,True,True
Pamela,63,ABATIÁ,PR,72027859357,83669772114909,True,True
Sharon,32,ANGRA DOS REIS,RJ,42850415880,34950122596063,True,True
Robin,27,ACARI,RN,66831520472,77360157479415,True,True
Cheryl,72,ALTA FLORESTA D'OESTE,RO,69824707174,73278247178559,True,True
David,75,AMAJARI,RR,63131641487,46887297880443,True,True
Jared,24,ACEGUÁ,RS,96325663608,26474867523191,True,True
Daniel,79,ABDON BATISTA,SC,45163781910,57029353789428,True,True
Kaitlyn,79,AMPARO DE SÃO FRANCISCO,SE,88949619741,28117441253800,True,True
Kristi,41,ADAMANTINA,SP,53385705053,80353267599605,True,True
Stephanie,54,ABREULÂNDIA,TO,92469931444,65210507847975,True,True
Ashley,86,ACRELÂNDIA,AC,14743766303,12479889268199,True,True
Nathan,72,ÁGUA BRANCA,AL,41896937314,56518173666795,True,True
Denise,82,ALVARÃES,AM,04943398960,72925478825752,True,True
Dana,37,SERRA DO NAVIO,AP,21323475060,70491729411738,True,True
Tracy,42,ABAÍRA,BA,64167306344,69754399561552,True,True
Alex,21,ABAIARA,CE,50066066735,54473509031302,True,True
Dana,22,BRASÍLIA,DF,60246644516,56359680655799,True,True
Jennifer,58,AFONSO CLÁUDIO,ES,36552516100,96750015147082,True,True
Robert,42,ABADIA DE GOIÁS,GO,68422128985,99757049251820,True,True
Jessica,36,AÇAILÂNDIA,MA,85348348228,61257433585322,True,True
Angela,48,ABADIA DOS DOURADOS,MG,43044394210,18242061387025,True,True
Michelle,25,ÁGUA CLARA,MS,16949822979,87224538352781,True,True
Gene,70,ACORIZAL,MT,48479375116,80896821545509,True,True
Erik,26,ABAETETUBA,PA,62778838953,00824880919718,True,True
Christina,63,ÁGUA BRANCA,PB,28380404483,79040366704540,True,True
Brian,88,ABREU E LIMA,PE,51323257500,47384577725340,True,True
Christine,43,ACAUÃ,PI,59567599173,28732462106883,True,True
Marco,49,ABATIÁ,PR,41757314660,81315037119000,True,True
Jamie,38,ANGRA DOS REIS,RJ,83925034900,85212245346430,True,True
Cynthia,52,ACARI,RN,94661246926,44078796269382,True,True
Jessica,58,ALTA FLORESTA D'OESTE,RO,68340125834,92833424131500,True,True
John,41,AMAJARI,RR,44563197637,27766169092636,True,True
David,53,ACEGUÁ,RS,55364417794,12043633808856,True,True
Kylie,87,ABDON BATISTA,SC,11636141811,68087877328761,True,True
Robin,72,AMPARO DE SÃO FRANCISCO,SE,16138243943,32283269916881,True,True
Raymond,80,ADAMANTINA,SP,96333617296,63649023412091,True,True
Christine,69,ABREULÂNDIA,TO,52807239323,23867784031891,True,True
Jamie,86,ACRELÂNDIA,AC,20466579420,81868103326105,True,True
Michael,40,ÁGUA BRANCA,AL,41302967606,93476396559258,True,True
Amanda,81,ALVARÃES,AM,43937886486,06295712066006,True,True
Jennifer,64,SERRA DO NAVIO,AP,19725647300,19687915798341,True,True
Erica,73,ABAÍRA,BA,25275728204,82456786893220,True,True
Jackie,37,ABAIARA,CE,48546420769,01704090789450,True,True
Jennifer,22,BRASÍLIA,DF,70123416299,28908385092399,True,True
Steven,22,AFONSO CLÁUDIO,ES,67764791784,36150344080055,True,True
Carrie,39,ABADIA DE GOIÁS,GO,43827511283,49916298312060,True,True
William,36,AÇAILÂNDIA,MA,64967866077,33631531308772,True,True
Lindsay,20,ABADIA DOS DOURADOS,MG,14061303546,97540801455774,True,True
Todd,70,ÁGUA CLARA,MS,28603395900,41978992797761,True,True
Michael,64,ACORIZAL,MT,33459501707,73657193403080,True,True
Melanie,52,ABAETETUBA,PA,21052471722,20549254720939,True,True
Bridget,49,ÁGUA BRANCA,PB,49675711230,95141628993368,True,True
Julia,87,ABREU E LIMA,PE,98702833816,55615998188332,True,True
Richard,59,ACAUÃ,PI,70841333564,25681227812620,True,True
Karen,79,ABATIÁ,PR,48362440724,54641216597030,True,True
Sarah,84,ANGRA DOS REIS,RJ,52573522300,88423233634660,True,True
Jared,46,ACARI,RN,54319244435,71973700451978,True,True
Miguel,32,ALTA FLORESTA D'OESTE,RO,15850054952,74738327554695,True,True
Amber,31,AMAJARI,RR,47533775473,27157093072373,True,True
Emma,79,ACEGUÁ,RS,19576605032,55124980466320,True,True
Donald,42,ABDON BATISTA,SC,70978189566,45283942894597,True,True
Donna,41,AMPARO DE SÃO FRANCISCO,SE,68448024800,98275126824044,True,True
Katherine,67,ADAMANTINA,SP,11199173010,66923637143350,True,True
Donna,49,ABREULÂNDIA,TO,00147587336,83871260140506,True,True
Allen,27,ACRELÂNDIA,AC,49897033165,49412766753006,True,True
Todd,35,ÁGUA BRANCA,AL,43078348288,43882857545426,True,True
Tammy,55,ALVARÃES,AM,27364270094,10037865420398,True,True
Joseph,30,SERRA DO NAVIO,AP,47151823860,52077784493911,True,True
Daniel,39,ABAÍRA,BA,77891705038,33972276723621,True,True
Abigail,81,ABAIARA,CE,55381359187,62439018473120,True,True
Justin,80,BRASÍLIA,DF,45246839680,38770504083190,True,True
Lynn,58,AFONSO CLÁUDIO,ES,44552101056,44370169289850,True,True
Patricia,84,ABADIA DE GOIÁS,GO,18441329354,76590694796621,True,True
Anthony,90,AÇAILÂNDIA,MA,41701265303,43824664588495,True,True
Matthew,67,ABADIA DOS DOURADOS,MG,42348796732,72328903295409,True,True
Holly,84,ÁGUA CLARA,MS,04097968246,49292251511865,True,True
Kimberly,55,ACORIZAL,MT,26266109760,15905729008320,True,True
Amanda,33,ABAETETUBA,PA,36520914932,23222567734250,True,True
Shannon,34,ÁGUA BRANCA,PB,64544678137,84568832062633,True,True
Katherine,53,ABREU E LIMA,PE,27200502960,55526702677774,True,True
Kelly,62,ACAUÃ,PI,97158253899,56667126137042,True,True
Christine,24,ABATIÁ,PR,89327881702,49892689069642,True,True
Marvin,53,ANGRA DOS REIS,RJ,17528630039,56290264819997,True,True
Mark,48,ACARI,RN,76987683689,14762444915517,True,True
James,29,ALTA FLORESTA D'OESTE,RO,96105174985,42694161994801,True,True
Anne,58,AMAJARI,RR,50588849502,87304703619566,True,True
Amber,35,ACEGUÁ,RS,07380425447,41220327730804,True,True
Daniel,67,ABDON BATISTA,SC,43217707184,41871302083492,True,True
Jason,89,AMPARO DE SÃO FRANCISCO,SE,28116049950,45596481190106,True,True
Amber,84,ADAMANTINA,SP,15789856250,69862151804858,True,True
Gordon,66,ABREULÂNDIA,TO,68331696751,52258016149830,True,True
Kimberly,56,ACRELÂNDIA,AC,78860370493,12429719747332,True,True
Joseph,35,ÁGUA BRANCA,AL,52372297600,95485127071760,True,True
Melissa,38,ALVARÃES,AM,16319818972,66244681150704,True,True
Christopher,68,SERRA DO NAVIO,AP,07375555990,02758196426607,True,True
Brandy,48,ABAÍRA,BA,63905448122,84446116386314,True,True
Stacy,32,ABAIARA,CE,83211521208,31608010881070,True,True
Eric,19,BRASÍLIA,DF,62995549402,07507217420424,True,True
Dwayne,18,AFONSO CLÁUDIO,ES,35830601648,33658638462380,True,True
Edward,58,ABADIA DE GOIÁS,GO,83806109540,43395433928018,True,True
Christina,85,AÇAILÂNDIA,MA,17222832890,10243091594422,True,True
Lindsay,81,ABADIA DOS DOURADOS,MG,74061462130,83302830562522,True,True
Kristen,29,ÁGUA CLARA,MS,03247266356,51339715129654,True,True
Sharon,50,ACORIZAL,MT,43620787115,67133027419752,True,True
Eric,76,ABAETETUBA,PA,08151142901,76223933594573,True,True
Howard,22,ÁGUA BRANCA,PB,19856299330,35890138014571,True,True
Patrick,38,ABREU E LIMA,PE,45979775463,37987905484805,True,True
Leah,85,ACAUÃ,PI,88491064249,82670687740505,True,True
Rachel,79,ABATIÁ,PR,20706646606,51989873131204,True,True
Kenneth,30,ANGRA DOS REIS,RJ,47882681164,44961688480330,True,True
Joseph,67,ACARI,RN,10874501440,82127333359505,True,True
Carlos,23,ALTA FLORESTA D'OESTE,RO,70543228606,52198377655610,True,True
Kerry,18,AMAJARI,RR,26720507087,27798186362547,True,True
Kelly,74,ACEGUÁ,RS,24802082223,44869468200957,True,True
Taylor,18,ABDON BATISTA,SC,78295373218,63705198304420,True,True
Brittany,76,AMPARO DE SÃO FRANCISCO,SE,70247937916,38810999385220,True,True
Diana,61,ADAMANTINA,SP,19494091477,04340902794922,True,True
Christopher,52,ABREULÂNDIA,TO,96169066822,22776799003080,True,True
Karen,58,ACRELÂNDIA,AC,66944461285,53383259923754,True,True
Devin,26,ÁGUA BRANCA,AL,01335053085,01943973116346,True,True
Veronica,64,ALVARÃES,AM,16058599580,78077839004374,True,True
Jeremy,34,SERRA DO NAVIO,AP,68871951786,74269042678971,True,True
Michael,18,ABAÍRA,BA,63248484772,95647441240154,True,True
Ashley,90,ABAIARA,CE,81251527175,74921740105624,True,True
Debra,23,BRASÍLIA,DF,00172934729,56112152739594,True,True
Amy,90,AFONSO CLÁUDIO,ES,15144387047,92998512057567,True,True
Sandra,49,ABADIA DE GOIÁS,GO,65949501934,12090295462753,True,True
Jennifer,51,AÇAILÂNDIA,MA,82510315161,62201445285337,True,True
Melissa,20,ABADIA DOS DOURADOS,MG,69938088031,97548534552477,True,True
David,58,ÁGUA CLARA,MS,73528950862,09733147221412,True,True
Danielle,66,ACORIZAL,MT,35693414612,31509467867113,True,True
Jonathan,61,ABAETETUBA,PA,78550138142,98254507970612,True,True
Laura,47,ÁGUA BRANCA,PB,09325194236,05311774726107,True,True
Suzanne,36,ABREU E LIMA,PE,37978313824,68801989069290,True,True
Michael,71,ACAUÃ,PI,37699774752,35681491797473,True,True
Madison,65,ABATIÁ,PR,74676998406,00313987692225,True,True
Elijah,23,ANGRA DOS REIS,RJ,34344870930,10286291271027,True,True
Leslie,60,ACARI,RN,83020740207,64432021442340,True,True
Michael,87,ALTA FLORESTA D'OESTE,RO,59829909140,03568020357300,True,True
Sean,78,AMAJARI,RR,86222596339,90406968568578,True,True
Brian,28,ACEGUÁ,RS,52417930625,12739224871744,True,True
Jeffrey,58,ABDON BATISTA,SC,21408529157,53281088049130,True,True
Chad,49,AMPARO DE SÃO FRANCISCO,SE,15388521443,24739320238610,True,True
Gregory,55,ADAMANTINA,SP,45006635509,59289065672409,True,True
Brian,36,ABREULÂNDIA,TO,27421064214,43206559155626,True,True
Oscar,67,ACRELÂNDIA,AC,99545063572,30549934820960,True,True
Jennifer,57,ÁGUA BRANCA,AL,91519861915,87013387034346,True,True
Kenneth,85,ALVARÃES,AM,74295060976,19055467457531,True,True
Andres,66,SERRA DO NAVIO,AP,32204777803,50115189334506,True,True
Danielle,59,ABAÍRA,BA,09761658309,90239634704590,True,True
Gregory,53,ABAIARA,CE,14858453430,24390849215540,True,True
Mark,29,BRASÍLIA,DF,09646578489,82000236364801,True,True
Allison,62,AFONSO CLÁUDIO,ES,62840172941,56239916854446,True,True
Heather,79,ABADIA DE GOIÁS,GO,04592037898,09127313127686,True,True
Katherine,44,AÇAILÂNDIA,MA,90284683744,08122236334078,True,True
Anna,42,ABADIA DOS DOURADOS,MG,23050797029,24356357274461,True,True
James,31,ÁGUA CLARA,MS,56149858405,70835432831601,True,True
Nicole,44,ACORIZAL,MT,00425997332,22859346477400,True,True
David,34,ABAETETUBA,PA,86644798365,52398621420623,True,True
Monica,90,ÁGUA BRANCA,PB,15286011578,74578857891962,True,True
William,53,ABREU E LIMA,PE,86482025820,43135122821304,True,True
Karen,85,ACAUÃ,PI,35851362901,39832520980443,True,True
Martha,48,ABATIÁ,PR,00785304312,32645978783703,True,True
Kaitlyn,55,ANGRA DOS REIS,RJ,71778257119,86541944602833,True,True
Carol,81,ACARI,RN,15484263182,74854156591190,True,True
Andrew,62,ALTA FLORESTA D'OESTE,RO,77082332750,80669503836313,True,True
Donald,38,AMAJARI,RR,21764808991,88192051872569,True,True
Jason,88,ACEGUÁ,RS,46748500885,38828574130509,True,True
John,46,ABDON BATISTA,SC,95837211829,03738271456963,True,True
Julie,27,AMPARO DE SÃO FRANCISCO,SE,98769723320,25391334225590,True,True
Kathleen,68,ADAMANTINA,SP,10603853412,48880344718272,True,True
Catherine,57,ABREULÂNDIA,TO,52868187064,85959343210887,True,True
Monica,75,ACRELÂNDIA,AC,92781242144,54237959909385,True,True
Kristy,38,ÁGUA BRANCA,AL,68769782814,96920565095604,True,True
Robert,77,ALVARÃES,AM,00277198984,91034661225438,True,True
Adam,45,SERRA DO NAVIO,AP,60462223620,75072193169424,True,True
Mark,49,ABAÍRA,BA,71991918208,72143044941369,True,True
Bonnie,21,ABAIARA,CE,10575024992,71123096908010,True,True
Jennifer,81,BRASÍLIA,DF,24878357614,25518888719931,True,True
James,35,AFONSO CLÁUDIO,ES,15743284849,37169160832140,True,True
Leslie,44,ABADIA DE GOIÁS,GO,39333256172,82583424003025,True,True
Amanda,58,AÇAILÂNDIA,MA,87140770603,86200216087130,True,True
Mary,55,ABADIA DOS DOURADOS,MG,95141181707,82710852020324,True,True
Johnny,87,ÁGUA CLARA,MS,16605804201,68708491331003,True,True
Richard,39,ACORIZAL,MT,73867052638,93756829593591,True,True
Scott,55,ABAETETUBA,PA,50132906945,54227329682953,True,True
Ana,48,ÁGUA BRANCA,PB,79924232593,03059293265557,True,True
Sean,76,ABREU E LIMA,PE,02656857104,54864732639559,True,True
Katherine,34,ACAUÃ,PI,58554904753,30816733892460,True,True
David,82,ABATIÁ,PR,21079096795,87385708017919,True,True
Brian,21,ANGRA DOS REIS,RJ,90054740681,14451835775913,True,True
Jeremy,72,ACARI,RN,41635883610,77633593962928,True,True
George,55,ALTA FLORESTA D'OESTE,RO,12823651349,53316105631617,True,True
Sherry,30,AMAJARI,RR,97288004449,88403838829350,True,True
Jeffrey,37,ACEGUÁ,RS,59939773889,53406154440381,True,True
Samuel,35,ABDON BATISTA,SC,71342976169,36638242605143,True,True
William,32,AMPARO DE SÃO FRANCISCO,SE,01106850750,72296053118456,True,True
Tina,88,ADAMANTINA,SP,86893520310,99415301942300,True,True
Brittany,55,ABREULÂNDIA,TO,44701957232,16549882146477,True,True
Joseph,75,ACRELÂNDIA,AC,32553996616,01359470904784,True,True
Tracie,90,ÁGUA BRANCA,AL,69617900548,67794313836602,True,True
Susan,42,ALVARÃES,AM,57005758250,04185821865428,True,True
Jessica,68,SERRA DO NAVIO,AP,83231056853,81790155041608,True,True
Ashley,41,ABAÍRA,BA,11170931405,28100830646808,True,True
Allison,22,ABAIARA,CE,62909461025,01151840420753,True,True
Nicole,48,BRASÍLIA,DF,82948986001,83641144024177,True,True
Scott,81,AFONSO CLÁUDIO,ES,66073813406,52108833161771,True,True
Ryan,77,ABADIA DE GOIÁS,GO,82318113386,23838449664043,True,True
Larry,70,AÇAILÂNDIA,MA,65090533733,00046864444026,True,True
David,27,ABADIA DOS DOURADOS,MG,26271110860,13079975597588,True,True
Patricia,62,ÁGUA CLARA,MS,48622045544,92511150224612,True,True
Scott,24,ACORIZAL,MT,95070428900,54757753493775,True,True
Vanessa,18,ABAETETUBA,PA,70609047868,76255734843199,True,True
Kristy,64,ÁGUA BRANCA,PB,50473889307,84170349563808,True,True
Dawn,52,ABREU E LIMA,PE,53605044204,61161436289394,True,True
Anthony,85,ACAUÃ,PI,39677173561,28400941222894,True,True
Linda,81,ABATIÁ,PR,61795506970,52875680960240,True,True
Jeremy,61,ANGRA DOS REIS,RJ,62589742525,32160619731286,True,True
Kim,29,ACARI,RN,87453308593,88837980683424,True,True
James,88,ALTA FLORESTA D'OESTE,RO,37819452358,13344567733892,True,True
Nicholas,22,AMAJARI,RR,28864266364,01383446744643,True,True
Donald,51,ACEGUÁ,RS,09210905016,52055399049976,True,True
Amber,76,ABDON BATISTA,SC,61681743620,24509821051454,True,True
Susan,24,AMPARO DE SÃO FRANCISCO,SE,53724139993,04976107646497,True,True
Laura,86,ADAMANTINA,SP,14867627437,24791656773854,True,True
Cody,57,ABREULÂNDIA,TO,40638750830,67650511478178,True,True
Michael,21,ACRELÂNDIA,AC,00011818409,15729638733710,True,True
Kristen,45,ÁGUA BRANCA,AL,35260105443,17671201405105,True,True
Steven,79,ALVARÃES,AM,65110790906,27007435430046,True,True
Antonio,52,SERRA DO NAVIO,AP,70130579327,55229457108445,True,True
Timothy,80,ABAÍRA,BA,32730202374,84797828109546,True,True
Randy,75,ABAIARA,CE,59772706660,81159167639410,True,True
Debra,69,BRASÍLIA,DF,14234382132,02977863737630,True,True
John,35,AFONSO CLÁUDIO,ES,80357591755,69301695287331,True,True
Paige,56,ABADIA DE GOIÁS,GO,36769621762,87668752410786,True,True
Caleb,82,AÇAILÂNDIA,MA,17842678308,60996596276655,True,True
Nicholas,42,ABADIA DOS DOURADOS,MG,09163904543,44607249487840,True,True
